IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
DELTA FAUCET COMPANY INDIA PRIVATE LIMITED,DELTA FAUCET COMPANY INDIA PRIVATE LIMITED NO 2 FRONTLINE GRANDEUR 14 WALTON ROAD BANGALORE PIN 560001 ,India,74182010,ITS62339 CZ TUB SPOUT WITH DIVERTER ITS62339 CZ TUB SPOUT WITH DIVERTER,ITS62339 CZ TUB,ITS62339 CZ,Negotiable
BLUE STAR LIMITED,BLUE STAR LTD KASTURI BUILDINGS JAMSHEDJI TATA ROAD MUMBAI MAHARASHTRA PIN 400020 ,India,74111000,INNER GROOVED COPPER TUBE 3 4 X 4 2 M PTSE CUFN1900 07 INNER GROOVED COPPER TUBE,INNER GROOVED COPPER,INNER GROOVED,Negotiable
TOTO INDIA INDUSTRIES PRIVATE LIMITED,TOTO INDIA INDUSTRIES PVT LTD UNIT 101 1ST FLR KAMLA EXECUTIVEPARK OFF ANDHERI KURLA ROAD MIDCLANE ANDHERI EAST MUMBAI PIN 400059 ,India,74153390,T9R HANGERS SCREWS 1 PAIR TOTO SANITARYWARE FITTINGS 518 PCST9R HANGERS SCREWS 1 PAIR TOTO SANITARYWARE FITTINGS ,T9R HANGERS SCREWS,T9R HANGERS,Negotiable
ESSEM AUTO ELECTRICALS PRIVATE LIMITED,ESSEM SRINISONS SYSTEMS P LTD PLOT NO 01GUT NO 08NAIGAON KHANDEWADI10 KM STONEPAITHAN ROADTAL PAITHANDISTAURANGABAD MAHARAPIN 431107 ,India,74081990,COPPER WIRE 2 60MM ASEAN FTA NO AI2025 0018087 DT 26 03 2025 COPPER WIRE,COPPER WIRE 2,COPPER WIRE,Negotiable
MAGNETO HEALTHCARE INDUSTRIES LLP,MAGNETO HEALTHCARE INDUSTRIES LLPN A N A,India,74101100,COPPER FOIL 3OZ 0 105MM THICKNESS 1320MM WIDTH COPPER FOIL,COPPER FOIL 3OZ,COPPER FOIL,Negotiable
TESLA POWER EQUIPMENTS AND PROJECTS LIMITED,TESLA POWER EQUIPMENTS AND PROJECTS PRIVATE LIMITE23 A B SECTOR INDUSTRIAL AREA GOV IND PURA ,India,74101100,COPPER FOIL 0 25 705 MINES REG NO MIN202100562039 DT 16 04 2025 COPPER FOIL 0 25 705 MINES REG NO MIN202100562039 DT 1,COPPER FOIL 0,COPPER FOIL,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS AL98179PGS 1 PCS MADE OF BRASS SINGLE LEVER MEDIUM BASIN MIXERWITHOUT WASTE BRUSHED GUN METAL PVD SAN CP FITTINGS AL98179PGS 1 PCS MADE OF BRASS SINGLE LEVE,CP FITTINGS,CP,Negotiable
LIXIL INDIA PRIVATE LIMITED,LIXIL INDIA PRIVATE LIMITED BUILDING NO P 5 GALA NO 1 8 PRITHIVI COMPLEX RETHI BUNDER ROADKALHER VILLAGE BHIWANDI THANE PIN 421302 ,India,74182010,F78106 CHADYST BOTTLE TRAP 25 CM STAINLESS SANITARY FITTINGS BRAND AMERICAN STANDARD 2 PCS F78106 CHADYST BOTTLE TRAP 25 CM STAINLESS SANITARY FITTIN,F78106 CHADYST BOTTLE,F78106 CHADYST,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS PT035AT 2 PCS MADE OF BRASS FOC FLOOR MOUNTED FLANGE EXPOSURE KIT SANITARY WARE AND ACCESSORIES CP FITTINGS PT035AT 2 PCS MADE OF BRASS FOC FLOOR MO,CP FITTINGS,CP,Negotiable
SFS GROUP INDIA PRIVATE LIMITED,INDO SCHOTTLE AUTO PARTS PVT LTD GAT NO 387 389 VILLAGE URAWADE TAL MULASHI PUNEMAHARASHTRA PIN 412108 ,India,74093100,Lead free profile Blank Dia 42 87mm Lead free profile Blank Dia 42 87mm,Lead free profile,Lead free,Negotiable
TOTO INDIA INDUSTRIES PRIVATE LIMITED,TOTO INDIA INDUSTRIES PVT LTD UNIT 101 1ST FLR KAMLA EXECUTIVEPARK OFF ANDHERI KURLA ROAD MIDCLANE ANDHERI EAST MUMBAI PIN 400059 ,India,74182010,TBW07004A Z2MODE OVERHEAD SHOWER 300 STD TOTO SANITARYWARE FITTINGS 1 PCSTBW07004A Z2MODE OVERHEAD SHOWER 300 STD TOTO SANITARYWARE,TBW07004A Z2MODE OVERHEAD,TBW07004A Z2MODE,Negotiable
PARASMANI TUBES PVT LTD,PARASMANI TUBES PVT LTD2 A D S KOPAL NIWAS BLDG KHETWADI 4TH LANE ,India,74111000,COPPER TUBES PLAIN WALL LWC ASTM B 68 75 743 LIGHT ANNEALED 9 520MM 0 610MM LWC IS10773 1995 CM L 4100176379 COPPER TUBES PLAIN WALL LWC ASTM B 68 75 743 LIGHT ANNEA,COPPER TUBES PLAIN,COPPER TUBES,Negotiable
SATYAM TRADE INDUSTRIES PRIVATE LIMITED,SATYAM TRADE INDUSTRIES PVT LTD GALA NO 1 ARIHANT CRYSTAL INDL BHOIPADA SATIVALI ROAD VASAI DIST THANE PIN 401210 ,India,74121000,COPPER FITTINGS REFINED M611 108X108X76 TEE COPPER FITTINGS REFINED,COPPER FITTINGS REFINED,COPPER FITTINGS,Negotiable
GINDRE INDIA COMPONENTS PRIVATE LIMITED,GINDRE INDIA COMPONENTS PRIVATE LIMITED PLOT NO 414 SECTOR 8 IMT MANESAR GURGAON HARYANA PIN 122050 ,India,74071059,99 90 PURITY COPPER PROFILE AS PER DRAWINNG GD3398 EN13601 NFS575225 USE FOR MAKING ELE COMP FOR SWITCH GEAR PANEL99 90 PURITY COPPER PROFILE AS PER DRAWINNG GD3398 EN13601,99 90 PURITY,99 90,Negotiable
VOLTAS LIMITED,VOLTAS LIMITED VOLTAS HOUSE A DR BABASAHEB AMBEDKAR ROAD CHINCHPOKLI MUMBAI MAHARASHTRA PIN 400033 ,India,74111000,LWC COPPER TUBES FOR AIR CONDITIONER MANUFACTURING 7 94MM 0 8MM AS PER INV LWC COPPER TUBES FOR AIR CONDITIONER MANUFACTURING 7 94MM 0,LWC COPPER TUBES,LWC COPPER,Negotiable
ABICOR BINZEL PRODUCTION INDIA PRIVATE LIMITED,ABICOR BINZEL PRODUCTION INDIA PVT LTD SR NO297298299 VILLAGE URAWADETALUKA MULSHI PUNE MAH PIN 412115 ,India,74151000,400 1530 0 CRIMPING SLEEVE R36 400 1530 0 CRIMPING SLEEVE R36,400 1530 0,400 1530,Negotiable
HAGER ELECTRO PRIVATE LIMITED,HAGER ELECTRO PRIVATE LIMITED OFFICE NO 2 1ST FLR SR NO 209 1209 2 209 3 FL 76 NORTH COURT KALYANI NAGAR PUNE MAHARASHTRA PIN 411006 ,India,74153990,0B5216 Fixed Contact Subset QTY 1000 PCS PARTS FOR MANUFACTURING MINIATURE CIRCUIT BREAKER MOLDED CASECIRCUIT 0B5216 Fixed Contact Subset QTY 1000 PCS ,0B5216 Fixed Contact,0B5216 Fixed,Negotiable
ELEGANT COATINGS PRIVATE LIMITED,ELEGANT COATINGS PVT LTD D 16 M I D C WALUJ AURANGABAD MAHARASHTRA PIN 431136 ,India,74122090,COUPLER 6 5MM COUPLER 6 5MM,COUPLER 6 5MM,COUPLER 6,Negotiable
APAR INDUSTRIES LIMITED,APAR INDUSTRIES LIMITED APAR HOUSECORPORATE PARK BUILDG NO 5SION TROMBAY ROAD CHEMBURMUMBAI MAHARASHTRA PIN 400071 ,India,74031100,COPPER CATHODE LME GRADE A REGISTERED UNDER IJCEPA CERT NO 240692450171501210 DT 21 03 2025 COPPER CATHODE LME GRADE A REGISTERED UNDER IJCEPA CERT NO ,COPPER CATHODE LME,COPPER CATHODE,Negotiable
P N VENTURES,P N VENTURESSHOP NO 301 3FLR CRYSTAL SHOOPERS PARADIES 33RD ROAD BANDRA WEST ,India,74153990,METAL FITTING SCREWS 11x10 NFN QTY 15000 PCS METAL FITTING SCREWS 11x10 NFN QTY 15000 PCS,METAL FITTING SCREWS,METAL FITTING,Negotiable
EPITOME COMPONENTS PRIVATE LIMITED,EPITOME COMPONENTS LTD G 17 M I D C AHMEDNAGAR MAHARASHTRA PIN 414111 ,India,74102100,GLASS EPOXY COPPER CLAD LAMINATES 1 6MM 1245MMX1092MM FORPCB MANUFACTURING 140 SHEETSGLASS EPOXY COPPER CLAD LAMINATES 1 6MM 1245MMX1092MM FOR,GLASS EPOXY COPPER,GLASS EPOXY,Negotiable
GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED,GODREJ amp BOYCE MFG CO LTD PIROJSHANAGAR L B S MARG VIKHROLI MUMBAIMAHARASHTRA PIN 400079 ,India,74111000,PLAIN COPPER TUBE 9 520MMX0 600MMXLWC PLAIN COPPER TUBE 9 520MMX0 600MMXLWC,PLAIN COPPER TUBE,PLAIN COPPER,Negotiable
P N VENTURES,P N VENTURESSHOP NO 301 3FLR CRYSTAL SHOOPERS PARADIES 33RD ROAD BANDRA WEST ,India,74153990,METAL FITTING SCREWS 10x9 NF GOLD QTY 10000 PCS METAL FITTING SCREWS 10x9 NF GOLD QTY 10000 PCS,METAL FITTING SCREWS,METAL FITTING,Negotiable
DELTA FAUCET COMPANY INDIA PRIVATE LIMITED,DELTA FAUCET COMPANY INDIA PRIVATE LIMITED NO 2 FRONTLINE GRANDEUR 14 WALTON ROAD BANGALORE PIN 560001 ,India,74182010,IAO35071 SHOWER ARM TO CEILING IAO35071 SHOWER ARM TO CEILING,IAO35071 SHOWER ARM,IAO35071 SHOWER,Negotiable
TOTO INDIA INDUSTRIES PRIVATE LIMITED,TOTO INDIA INDUSTRIES PVT LTD UNIT 101 1ST FLR KAMLA EXECUTIVEPARK OFF ANDHERI KURLA ROAD MIDCLANE ANDHERI EAST MUMBAI PIN 400059 ,India,74153390,T9RA HANGER SCREW TOTO SANITARYWARE FITTINGS 4 PCS T9RA HANGER SCREW TOTO SANITARYWARE FITTINGS 4 PCS,T9RA HANGER SCREW,T9RA HANGER,Negotiable
VIEGA INDIA PRIVATE LIMITED,VIEGA INDIA PRIVATE LIMITEDB 101 104 GCP BUSINESS CENTRE OPP MEMNAGAR FIRE STATION VIJAY ,India,74122019,K471580 GRUNDKORPER 32X25SUB 2G1 8 807783 K471580 GRUNDKORPER 32X25SUB 2G1 8 807783,K471580 GRUNDKORPER 32X25SUB,K471580 GRUNDKORPER,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,3016052 BL BONNET 3016052 BL BONNET,3016052 BL BONNET,3016052 BL,Negotiable
SAFE A T TECHNOLOGY PRIVATE LIMITED,SAFE A T TECHNOLOGY PVT LTD 4 AKASHDEEP PLOT NO 40 TPS VI 1ST RD NR MILAN SUBWAY SANTACRUZ W MUMBAI PIN 400054 ,India,74122019,D4 46 BRASS SLEEVE 1 4 SAE CAPPILLARY HOSE AND PART D4 46 BRASS SLEEVE 1 4 SAE CAPPILLARY HOSE AND PART ,D4 46 BRASS,D4 46,Negotiable
HAGER ELECTRO PRIVATE LIMITED,HAGER ELECTRO PRIVATE LIMITED OFFICE NO 2 1ST FLR SR NO 209 1209 2 209 3 FL 76 NORTH COURT KALYANI NAGAR PUNE MAHARASHTRA PIN 411006 ,India,74153990,0B5216 Fixed Contact Subset QTY 16000 PCS PARTS FOR MANUFACTURING MINIATURE CIRCUIT BREAKER MOLDED CASECIRCUIT 0B5216 Fixed Contact Subset QTY 16000 PCS ,0B5216 Fixed Contact,0B5216 Fixed,Negotiable
SATYAM TRADE INDUSTRIES PRIVATE LIMITED,SATYAM TRADE INDUSTRIES PVT LTD GALA NO 1 ARIHANT CRYSTAL INDL BHOIPADA SATIVALI ROAD VASAI DIST THANE PIN 401210 ,India,74121000,COPPER FITTINGS REFINED 601 R 54X42 REDUCING COUPLING COPPER FITTINGS REFINED,COPPER FITTINGS REFINED,COPPER FITTINGS,Negotiable
TERMINAL TECHNOLOGIES INDIA PVT LTD,TERMINAL TECHNOLOGIES I PVT LTD 305AKSHAR INDUSTRIAL ESTATERAM MANDIR ROADGOREGAON WEST MUMBAI MAHARASHTRA PIN 400104 ,India,74092100,BRASS STRIPS TO JIS H3100 C2600R ALLOY 70 30 H 0 350T X 16 00WBRASS STRIPS TO JIS H3100 C2600R ALLOY 70 30 ,BRASS STRIPS TO,BRASS STRIPS,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS LG14RM2151POI 1 PCS MADE OF BRASS THERMOSTATIC SHOWER COLUMN DIA 250MM SHOWER HEAD ONE SPRAY ANTI SCA CP FITTINGS LG14RM2151POI 1 PCS MADE OF BRASS THERMOST,CP FITTINGS,CP,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS PO1804OIMBO 1 PCS MADE OF BRASS FLOOR MOUNTED SINGLE LEVER BATH SHOWERMIXER WITH HANDSET AND CARRARA M CP FITTINGS PO1804OIMBO 1 PCS MADE OF BRASS FLOOR MOUN,CP FITTINGS,CP,Negotiable
SATYAM TRADE INDUSTRIES PRIVATE LIMITED,SATYAM TRADE INDUSTRIES PVT LTD GALA NO 1 ARIHANT CRYSTAL INDL BHOIPADA SATIVALI ROAD VASAI DIST THANE PIN 401210 ,India,74121000,COPPER FITTINGS REFINED 15X15X1 2 FI S617 TEE COPPER FITTINGS REFINED,COPPER FITTINGS REFINED,COPPER FITTINGS,Negotiable
YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITED,YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITEDPlot No 115 116 B U Bhandari Industrial Estate Sanaswadi Tal Shirur Pune,India,74122090,H16BB001670 HOSE FITTING 8021RG02H14 PARTS FOR CNC MAZAK MACHINERY H16BB001670 HOSE FITTING 8021RG02H14 PARTS FOR CNC MAZAK M,H16BB001670 HOSE FITTING,H16BB001670 HOSE,Negotiable
RELIABLE METAL REFINERY,RELIABLE METAL REFINERY PLOT NO W 185 TTC MIDC PAWANE VILLAGE NAVI MUMBAI MAHARASHTRA PIN 400705 ,India,74040012,COPPER SCRAP DRUID AS PER ISRI P S I C NO PSICGMMFZE436443AM25 DT 02 04 25 COPPER SCRAP DRUID,COPPER SCRAP DRUID,COPPER SCRAP,Negotiable
GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED,GODREJ amp BOYCE MFG CO LTD PIROJSHANAGAR L B S MARG VIKHROLI MUMBAIMAHARASHTRA PIN 400079 ,India,74111000,PLAIN COPPER COIL TUBES 12 7MM 0 63MM 15 24M PLAIN COPPER COIL TUBES 12 7MM 0 63MM 15 24M,PLAIN COPPER COIL,PLAIN COPPER,Negotiable
TE CONNECTIVITY INDIA PRIVATE LIMITED,TE CONNECTIVITY INDIA PVT LTD TE PARK SITE NO 22B DODDENAKUNDI 2ND PHASE INDL AREA WHITEFIELD ROAD MADHAVAPURA POST BANGALORE PIN 560048 ,India,74093100,1 705639 2 COPPER STRIP OF COPPER TIN BASE ALLOYS C51100 H020 63 X 42 NFMIMS NO MIN202100561746COPPER STRIPS OF COPPER TIN BASE ALLOYS,1 705639 2,1 705639,Negotiable
SAHARA ENTERPRISES,SAHARA ENTERPRISESG 17 SARVODAY NAGAR 1ST PANJRAPOLE LANE ,India,74082190,COPPER ALLOY WELDING WIRE AWS A 5 7 ERCUAL A1 2 4MM 1000 MM COPPER ALLOY WELDING WIRE AWS A 5 7 ERCUAI AI 2 4MM 1000 MM ,COPPER ALLOY WELDING,COPPER ALLOY,Negotiable
INGERSOLL RAND INDIA LIMITED,INGERSOLL RAND INDIA LIMITED PLOT NO 35 KIADB INDUSTRIAL AREA BIDADI RAMANAGARAM TALUK BANGALOREKARNATAKA PIN 562109 ,India,74122019,96967229 CONNECTOR TUBE FITTING MALE BSPP PUSH IN TYPE INCH FOR AIR COMPRESSOR NFMIMS CERT MIN202100554050 96967229 CONNECTOR TUBE FITTING MALE BSPP PUSH IN TYPE I,96967229 CONNECTOR TUBE,96967229 CONNECTOR,Negotiable
TE CONNECTIVITY INDIA PRIVATE LIMITED,TE CONNECTIVITY INDIA PVT LTD TE PARK SITE NO 22B DODDENAKUNDI 2ND PHASE INDL AREA WHITEFIELD ROAD MADHAVAPURA POST BANGALORE PIN 560048 ,India,74092100,2 704976 3 COPPER STRIP OF COPPER ZINC BASE ALLOYS C26000 H04 0 64 X 23 NFMIMS NO MIN202100561746COPPER STRIPS OF COPPER ZINC BASE ALLOYS,2 704976 3,2 704976,Negotiable
DHOOT AUTOCOMPONENTS PRIVATE LIMITED,DHOOT AUTOCOMPONENTS PRIVATE LIMITEDPlot No A 1 4 Shendra MIDC     Aurangabad  AURANGABAD   MAHARASHTRA   431154 ,India,74092100,BRASS STRIP TO JIS H3100 C2600R C2600R H 0 600T X 38 00W BRASS STRIP TO JIS H3100 C2600R C2600R H 0 250T X 27 504116,BRASS STRIP TO,BRASS STRIP,Negotiable
LIXIL INDIA PRIVATE LIMITED,LIXIL INDIA PRIVATE LIMITED BUILDING NO P 5 GALA NO 1 8 PRITHIVI COMPLEX RETHI BUNDER ROADKALHER VILLAGE BHIWANDI THANE PIN 421302 ,India,74182010,F78106 CHADYST BOTTLE TRAP 25 CM STAINLESS SANITARY FITTINGS BRAND AMERICAN STANDARD 5 PCS F78106 CHADYST BOTTLE TRAP 25 CM STAINLESS SANITARY FITTIN,F78106 CHADYST BOTTLE,F78106 CHADYST,Negotiable
KUNJ INTERNATIONAL,KUNJ INTERNATIONAL 4 2ALANKAR CINEMA BLDG S V P ROAD MUMBAIMAHARASHTRA PIN 400004 ,India,74111000,SMOOTH COPPER TUBE SIZE 12 7 0 35 CML NO 4100210454 COPPER TUBE JINTIAN CVD ASIAN AFTA,SMOOTH COPPER TUBE,SMOOTH COPPER,Negotiable
RASHTRIYA METAL INDUSTRIES LIMITED,RASHTRIYA METAL INDUSTRIES LTD SIR MATHURADAS VASANJI ROAD J B NAGAR MUMBAI M S PIN 400059 ,India,74198030,BRASS CUP CUZN 30 DIA 29 7 X22MM GOODS RE IMPORTED FOR REWORKING VIDE S B 2075234 30 6 24 INV 9324250091 30 6 24 SB 2BRASS CUP CUZN 30 DIA 29 7 X22MM,BRASS CUP CUZN,BRASS CUP,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26252000 HG HG OVERHEAD SHOWER RAINDANCE E 400 1JET CONCEALED CHROME26252000 HG HG OVERHEAD SHOWER RAINDANCE E 400 1JET CONCEALE,26252000 HG HG,26252000 HG,Negotiable
YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITED,YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITEDPlot No 115 116 B U Bhandari Industrial Estate Sanaswadi Tal Shirur Pune,India,74112900,0D860500091 PIPE PARTS FOR CNC MAZAK MACHINERY 0D860500091 PIPE PARTS FOR CNC MAZAK MACHINERY ,0D860500091 PIPE PARTS,0D860500091 PIPE,Negotiable
L G ELECTRONICS INDIA LIMITED,LG ELECTRONICS INDIA PVT LTD A WING 3RD FLOOR D 3 DISTRICT CENTRE SAKET NEW DELHI PIN 110017 ,India,74111000,COPPER CAPILLARY TUBE 5424JF1002J NFMIMS NO MIN202100542131 DT 28 02 2025 COPPER CAPILLARY TUBE 5424JF1002J NFMIMS NO MIN20210054213,COPPER CAPILLARY TUBE,COPPER CAPILLARY,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,CONNECTOR ITEM NO 1391733 BATHROOM ACCESSORIES CONNECTOR ITEM NO 1391733 BATHROOM ACCESSORIES ,CONNECTOR ITEM NO,CONNECTOR ITEM,Negotiable
UNO MINDARIKA PRIVATE LIMITED,MINDARIKA PVT LTD B 64 1 WAZIRPUR INDUSTRIAL AREA DELHI PIN 110052 ,India,74153990, 205457 0050C S07027 003A0Z CONTACT RIVET COMPONENT PARTS OF SWITCH CAPTIVE CONSUMPTION 205457 0050C S07027 003A0Z CONTACT RIVET COMPONENT PART,205457 0050C,205457,Negotiable
JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER INDIA LTD NANAVATI MAHALAYA 3RD FLR 18 HOMI MODI STREET MUMBAI PIN 400001 ,India,74152900,RING SEALING LR140730 RING SEALING LR140730,RING SEALING LR140730,RING SEALING,Negotiable
YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITED,YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITEDPlot No 115 116 B U Bhandari Industrial Estate Sanaswadi Tal Shirur Pune,India,74112900,0D860500070 PIPE PARTS FOR CNC MAZAK MACHINERY 0D860500070 PIPE PARTS FOR CNC MAZAK MACHINERY ,0D860500070 PIPE PARTS,0D860500070 PIPE,Negotiable
YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITED,YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITEDPlot No 115 116 B U Bhandari Industrial Estate Sanaswadi Tal Shirur Pune,India,74122090,H16BB001660 HOSE FITTING 8001RG02 PARTS FOR CNC MAZAK MACHINERY H16BB001660 HOSE FITTING 8001RG02 PARTS FOR CNC MAZAK MACH,H16BB001660 HOSE FITTING,H16BB001660 HOSE,Negotiable
CARRIER AIRCONDITIONING REFRIGERATION LIMITED,CARRIER AIRCONDITIONING amp REFRIGERATION LTD NARSINGPURKHERKI DHAULA POST GURGAONHARYANA PIN 122001 ,India,74111000,COPPER TUBES BRAND TOTALINE GRADE 2 P NO 2007869 SIZE 12 7MMx0 8MMx15 24M AS PER IS10773 1995 BIS LIC NO CM COPPER TUBES BRAND TOTALINE GRADE 2 P NO 2007869 SI,COPPER TUBES BRAND,COPPER TUBES,Negotiable
PARASMANI TUBES PVT LTD,PARASMANI TUBES PVT LTD2 A D S KOPAL NIWAS BLDG KHETWADI 4TH LANE ,India,74111000,COPPER TUBES PLAIN WALL LWC ASTM B 68 75 743 LIGHT ANNEALED 6 350MM 0 800MM LWC IS10773 1995 CM L 4100176379 COPPER TUBES PLAIN WALL LWC ASTM B 68 75 743 LIGHT ANNEA,COPPER TUBES PLAIN,COPPER TUBES,Negotiable
HAGER ELECTRO PRIVATE LIMITED,HAGER ELECTRO PRIVATE LIMITED OFFICE NO 2 1ST FLR SR NO 209 1209 2 209 3 FL 76 NORTH COURT KALYANI NAGAR PUNE MAHARASHTRA PIN 411006 ,India,74153990,2M1101 MAGNETIC FRAME SUBSET PAD 3x3 QTY 395 PCS PARTS FOR MANUFACTURING MINIATURE CIRCUIT BREAKER MOLDED CASEC2M1101 MAGNETIC FRAME SUBSET PAD 3x3 QTY 395 PCS ,2M1101 MAGNETIC FRAME,2M1101 MAGNETIC,Negotiable
DANVITA INDIA PRIVATE LIMITED,INDUS THERMAL SYSTEM PVT LTD 371 VEER SAVARKAR MARG PRABHADEVI MUMBAIMAHARASHTRA PIN 400028 ,India,74072990,0 SILVER BRAZING ROD 2 MM 0 SILVER BRAZING ROD 2 MM ,0 SILVER BRAZING,0 SILVER,Negotiable
SAFE A T TECHNOLOGY PRIVATE LIMITED,SAFE A T TECHNOLOGY PVT LTD 4 AKASHDEEP PLOT NO 40 TPS VI 1ST RD NR MILAN SUBWAY SANTACRUZ W MUMBAI PIN 400054 ,India,74081990, COPPER BRAZING ALLOY WIRE R007 000033 D7 33 0 BRAZING ALLOY BCUP 2 1 6MM DIACOPPER BRAZING ALLOY WIRE,COPPER BRAZING,COPPER,Negotiable
HAGER ELECTRO PRIVATE LIMITED,HAGER ELECTRO PRIVATE LIMITED OFFICE NO 2 1ST FLR SR NO 209 1209 2 209 3 FL 76 NORTH COURT KALYANI NAGAR PUNE MAHARASHTRA PIN 411006 ,India,74152900,0A0036 TERMINAL ELEMENT NR 5 QTY 1000 PCS PARTS FOR MANUFACTURING MINIATURE CIRCUIT BREAKER MOLDED CASECIRCUIT 0A0036 TERMINAL ELEMENT NR 5 QTY 1000 PCS ,0A0036 TERMINAL ELEMENT,0A0036 TERMINAL,Negotiable
JOHN DEERE INDIA PRIVATE LIMITED,JOHN DEERE INDIA PVT LTD CYBERCITY MAGARPATTA CITY HADAPSAR PUNE MAH PIN 411013 ,India,74122090,R123594 TUBE NUT COO USA R123594 TUBE NUT,R123594 TUBE NUT,R123594 TUBE,Negotiable
ANOFOL FAR EAST ANODIZING PRIVATE LIMITED,ANOFOL FAR EAST ANODIZING PVT LTD PLOT NO 2230 LODHIKA G I D C KRANTI GATE METODA TAL LODHIKA DIST RAJKOT PIN 360021 ,India,74102100,ALUMINIUM BASED COPPER CLAD LAMINATES FOR MFG PCB 1 50MM 18 0 1W 1100X1200MM 1000 SHEETS ALUMINIUM BASED COPPER CLAD LAMINATES FOR MFG PCB ,ALUMINIUM BASED COPPER,ALUMINIUM BASED,Negotiable
KANCHAN SALES,KANCHAN SALES 405 4TH FLR GANESH DARSHAN B WING 28 42 SANT SENA MAHARAJ MARG MUMBAI MAHARASHTRA PIN 400004 ,India,74121000,COPPER FITTING TEE 76MM COPPER FITTING TEE 76MM,COPPER FITTING TEE,COPPER FITTING,Negotiable
GROHE INDIA PRIVATE LIMITED,GROHE INDIA PRIVATE LIMITED C O PERFECT ACCNTG amp SHARED SER E 20 1ST amp 2ND FLOOR HAUZ KHAS NEW DELHI PIN 110016 ,India,74182020,28620000 RELEXA SHOWER RAIL 600 PIPE COPPER SANITARY FITTINGS 9 PCS 28620000 RELEXA SHOWER RAIL 600 PIPE COPPER SANITARY F,28620000 RELEXA SHOWER,28620000 RELEXA,Negotiable
HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PRIVATE LI,HYUNDAI CONSTRUCTION EQUIPMENT INDIA P LTD PLOT NO A 2 PHASE IIMIDC CHAKANVILLAGE KHALUMBRE TALUKA KHED PUNE MAHARASHTRA PIN 400501 ,India,74152100,PART FOR HYUNDAI HYDRAULIC EXCAVATOR WASHER COPPER PART NO P392 220000 QTY 26 PCS PART FOR HYUNDAI HYDRAULIC EXCAVATOR WASHER COPPER PART N,PART FOR HYUNDAI,PART FOR,Negotiable
AMBER ENTERPRISES INDIA LIMITED,AMBER ENTERPRISES INDIA PVT LTD C 1 PHASE II FOCAL POINT RAJPURA PATIALA PB PIN 140401 ,India,74111000,INNER GROOVED COPPER TUBESB210305109031Z0007 0 21 0 17 7MMTHICKNESS 0 21MM INNER GROOVED COPPER TUBESB210305109031Z0007 0 21 0 17 7MM,INNER GROOVED COPPER,INNER GROOVED,Negotiable
BSH HOUSEHOLD APPLIANCES MANUFACTURING PRIVATE LIM,BSH HOUSEHOLD APPLIANCES MFG PVT LTD 2ND FLR ARENA HOUSE PLOT NO 103 ROAD NO 12 MIDC ANDHERI EAST MUMBAI PIN 400093 ,India,74198090,NOZZLE SET LIQUID GA 628540 SPARE PARTS GAS HOB NOZZLE SET LIQUID GA 628540 SPARE PARTS GAS HOB,NOZZLE SET LIQUID,NOZZLE SET,Negotiable
